100 4e-06
200 5e-06
300 7e-06
400 7e-06
500 9e-06
600 6e-06
700 6e-06
800 7e-06
900 6e-06
1000 6e-06
1100 7e-06
1200 8e-06
1300 7e-06
1400 5e-06
1500 6e-06
1600 6e-06
1700 6e-06
1800 6e-06
1900 7e-06
2000 7e-06
2100 4.1e-05
2200 8e-06
2300 8e-06
2400 8e-06
2500 9e-06
2600 9e-06
2700 1e-05
2800 1e-05
2900 9e-06
3000 1e-05
3100 1e-05
3200 1.1e-05
3300 1.1e-05
3400 1.1e-05
3500 1.2e-05
3600 1.3e-05
3700 1.4e-05
3800 1.5e-05
3900 1.5e-05
4000 1.5e-05
4100 1.6e-05
4200 1.7e-05
4300 1.6e-05
4400 1.6e-05
4500 1.6e-05
4600 1.7e-05
4700 1.8e-05
4800 1.8e-05
4900 1.9e-05
5000 2e-05
5100 2e-05
5200 2e-05
5300 2.1e-05
5400 2.1e-05
5500 2.1e-05
5600 2.1e-05
5700 2.3e-05
5800 2.2e-05
5900 2.3e-05
6000 2.3e-05
6100 2.4e-05
6200 2.4e-05
6300 2.5e-05
6400 2.5e-05
6500 2.5e-05
6600 2.6e-05
6700 2.6e-05
6800 2.6e-05
6900 2.6e-05
7000 2.7e-05
7100 2.7e-05
7200 2.8e-05
7300 2.7e-05
7400 2.9e-05
7500 2.9e-05
7600 2.9e-05
7700 3e-05
7800 3e-05
7900 3e-05
8000 3.1e-05
8100 3e-05
8200 3.1e-05
8300 3.2e-05
8400 3.2e-05
8500 3.2e-05
8600 3.3e-05
8700 3.4e-05
8800 3.3e-05
8900 3.3e-05
9000 3.4e-05
9100 3.5e-05
9200 3.5e-05
9300 3.6e-05
9400 3.6e-05
9500 3.6e-05
9600 3.6e-05
9700 3.6e-05
9800 3.7e-05
9900 3.8e-05
10000 3.7e-05
10100 3.8e-05
10200 3.9e-05
10300 4e-05
10400 3.9e-05
10500 3.9e-05
10600 4e-05
10700 4e-05
10800 4e-05
10900 4.1e-05
11000 3.5e-05
11100 3.5e-05
11200 3.6e-05
11300 3.6e-05
11400 3.6e-05
11500 4e-05
11600 4e-05
11700 4.2e-05
11800 4.1e-05
11900 4.1e-05
12000 4.1e-05
12100 4.2e-05
12200 4.2e-05
12300 4.3e-05
12400 4.3e-05
12500 4.4e-05
12600 4.4e-05
12700 4.4e-05
12800 4.4e-05
12900 4.4e-05
13000 4.5e-05
13100 3.9e-05
13200 3.9e-05
13300 3.8e-05
13400 3.8e-05
13500 3.9e-05
13600 3.9e-05
13700 5.6e-05
13800 4e-05
13900 5e-05
14000 5e-05
14100 4.3e-05
14200 4.4e-05
14300 4e-05
14400 4.1e-05
14500 4.1e-05
14600 4.1e-05
14700 4.1e-05
14800 4.1e-05
14900 4.3e-05
15000 5.6e-05
15100 5.7e-05
15200 5.7e-05
15300 5.7e-05
15400 5.7e-05
15500 5.8e-05
15600 5.8e-05
15700 5.9e-05
15800 5.9e-05
15900 5.9e-05
16000 6e-05
16100 5.9e-05
16200 6e-05
16300 6e-05
16400 6.1e-05
16500 5.2e-05
16600 5.2e-05
16700 4.7e-05
16800 4.7e-05
16900 4.8e-05
17000 4.9e-05
17100 4.9e-05
17200 4.8e-05
17300 8.3e-05
17400 5.1e-05
17500 5.1e-05
17600 5.2e-05
17700 5.2e-05
17800 5.9e-05
17900 5.9e-05
18000 5.9e-05
18100 6e-05
18200 5.9e-05
18300 6e-05
18400 6e-05
18500 6.1e-05
18600 6.1e-05
18700 6.1e-05
18800 6.1e-05
18900 6.3e-05
19000 6.3e-05
19100 9.8e-05
19200 6.3e-05
19300 6.3e-05
19400 6.4e-05
19500 6.4e-05
19600 6.4e-05
19700 6.4e-05
19800 6.5e-05
19900 6.5e-05
20000 7.1e-05
20100 7.2e-05
20200 7.2e-05
20300 7.2e-05
20400 7.2e-05
20500 7.3e-05
20600 7.3e-05
20700 7.3e-05
20800 7.4e-05
20900 7.4e-05
21000 7.6e-05
21100 8.2e-05
21200 6.9e-05
21300 7e-05
21400 7e-05
21500 7e-05
21600 7e-05
21700 7.4e-05
21800 7.1e-05
21900 7.1e-05
22000 7.2e-05
22100 7.2e-05
22200 7.3e-05
22300 9.7e-05
22400 7.3e-05
22500 7.4e-05
22600 7.4e-05
22700 7.3e-05
22800 7.4e-05
22900 7.4e-05
23000 7.5e-05
23100 7.6e-05
23200 6.5e-05
23300 6.6e-05
23400 6.6e-05
23500 6.6e-05
23600 7.4e-05
23700 6.9e-05
23800 6.7e-05
23900 6.7e-05
24000 6.8e-05
24100 6.8e-05
24200 6.8e-05
24300 6.6e-05
24400 8.2e-05
24500 6.9e-05
24600 6.9e-05
24700 6.9e-05
24800 6.9e-05
24900 7e-05
25000 7e-05
25100 7.1e-05
25200 0.000173
25300 8.2e-05
25400 8.2e-05
25500 8.3e-05
25600 8.4e-05
25700 8.4e-05
25800 8.4e-05
25900 8.5e-05
26000 8.4e-05
26100 8.6e-05
26200 8.5e-05
26300 8.6e-05
26400 8.6e-05
26500 8.6e-05
26600 0.000106
26700 8.7e-05
26800 8.7e-05
26900 8.7e-05
27000 8.8e-05
27100 8.9e-05
27200 8.8e-05
27300 8.8e-05
