100 1e-06
600 3e-06
1100 5e-06
1600 6e-06
2100 9e-06
2600 1.1e-05
3100 1.3e-05
3600 1.5e-05
4100 1.6e-05
4600 1.9e-05
5100 2e-05
5600 2.3e-05
6100 2.4e-05
6600 2.6e-05
7100 2.8e-05
7600 2.9e-05
8100 3.1e-05
8600 3.4e-05
9100 3.5e-05
9600 3.7e-05
10100 3.9e-05
10600 4.1e-05
11100 3.5e-05
11600 3.8e-05
12100 3.4e-05
12600 3.6e-05
13100 3.8e-05
13600 0.000123
14100 4e-05
14600 4.2e-05
15100 4.2e-05
15600 4.4e-05
16100 4.5e-05
16600 4.7e-05
17100 4.8e-05
17600 5e-05
18100 5.1e-05
18600 5.2e-05
19100 5.4e-05
19600 5.7e-05
20100 6.2e-05
20600 6.1e-05
21100 6.1e-05
21600 6.3e-05
22100 6.5e-05
22600 6.6e-05
23100 6.7e-05
23600 7e-05
24100 7.1e-05
24600 7.1e-05
25100 7.3e-05
25600 7.4e-05
26100 8.2e-05
26600 8.4e-05
27100 8.5e-05
27600 8.9e-05
28100 8.8e-05
28600 9e-05
29100 9.1e-05
29600 9.3e-05
